Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QC","Crops","97","Hungary","5419","Yield","15","Wheat","1993","1993","hg/ha","30649","Fc","Calculated data",""
"QC","Crops","97","Hungary","5419","Yield","15","Wheat","1994","1994","hg/ha","46033","Fc","Calculated data",""
"QC","Crops","97","Hungary","5419","Yield","15","Wheat","1995","1995","hg/ha","41644","Fc","Calculated data",""
"QC","Crops","97","Hungary","5419","Yield","15","Wheat","1996","1996","hg/ha","32780","Fc","Calculated data",""
"QC","Crops","97","Hungary","5419","Yield","15","Wheat","1997","1997","hg/ha","42153","Fc","Calculated data",""
"QC","Crops","97","Hungary","5419","Yield","15","Wheat","1998","1998","hg/ha","41390","Fc","Calculated data",""
"QC","Crops","97","Hungary","5419","Yield","15","Wheat","1999","1999","hg/ha","35948","Fc","Calculated data",""
"QC","Crops","97","Hungary","5419","Yield","15","Wheat","2000","2000","hg/ha","36044","Fc","Calculated data",""
"QC","Crops","97","Hungary","5419","Yield","15","Wheat","2001","2001","hg/ha","43105","Fc","Calculated data",""
"QC","Crops","97","Hungary","5419","Yield","15","Wheat","2002","2002","hg/ha","35212","Fc","Calculated data",""
"QC","Crops","97","Hungary","5419","Yield","15","Wheat","2003","2003","hg/ha","26408","Fc","Calculated data",""
"QC","Crops","97","Hungary","5419","Yield","15","Wheat","2004","2004","hg/ha","51174","Fc","Calculated data",""
"QC","Crops","97","Hungary","5419","Yield","15","Wheat","2005","2005","hg/ha","45000","Fc","Calculated data",""
"QC","Crops","97","Hungary","5419","Yield","15","Wheat","2006","2006","hg/ha","40719","Fc","Calculated data",""
"QC","Crops","97","Hungary","5419","Yield","15","Wheat","2007","2007","hg/ha","35875","Fc","Calculated data",""
"QC","Crops","97","Hungary","5419","Yield","15","Wheat","2008","2008","hg/ha","50024","Fc","Calculated data",""
"QC","Crops","97","Hungary","5419","Yield","15","Wheat","2009","2009","hg/ha","38546","Fc","Calculated data",""
"QC","Crops","97","Hungary","5419","Yield","15","Wheat","2010","2010","hg/ha","37038","Fc","Calculated data",""
"QC","Crops","97","Hungary","5419","Yield","15","Wheat","2011","2011","hg/ha","41994","Fc","Calculated data",""
"QC","Crops","97","Hungary","5419","Yield","15","Wheat","2012","2012","hg/ha","37485","Fc","Calculated data",""
"QC","Crops","97","Hungary","5419","Yield","15","Wheat","2013","2013","hg/ha","46386","Fc","Calculated data",""
"QC","Crops","97","Hungary","5419","Yield","15","Wheat","2014","2014","hg/ha","47288","Fc","Calculated data",""
"QC","Crops","97","Hungary","5419","Yield","15","Wheat","2015","2015","hg/ha","51796","Fc","Calculated data",""
"QC","Crops","97","Hungary","5419","Yield","15","Wheat","2016","2016","hg/ha","53654","Fc","Calculated data",""
