Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QV","Value of Agricultural Production","97","Hungary","58","Gross Production Value (constant 2004-2006 million US$)","15","Wheat","1994","1994","USD","557.449963","Fc","Calculated data",""
"QV","Value of Agricultural Production","97","Hungary","58","Gross Production Value (constant 2004-2006 million US$)","15","Wheat","1995","1995","USD","527.763035","Fc","Calculated data",""
"QV","Value of Agricultural Production","97","Hungary","58","Gross Production Value (constant 2004-2006 million US$)","15","Wheat","1996","1996","USD","447.426205","Fc","Calculated data",""
"QV","Value of Agricultural Production","97","Hungary","58","Gross Production Value (constant 2004-2006 million US$)","15","Wheat","1997","1997","USD","601.493048","Fc","Calculated data",""
"QV","Value of Agricultural Production","97","Hungary","58","Gross Production Value (constant 2004-2006 million US$)","15","Wheat","1998","1998","USD","560.296031","Fc","Calculated data",""
"QV","Value of Agricultural Production","97","Hungary","58","Gross Production Value (constant 2004-2006 million US$)","15","Wheat","1999","1999","USD","301.840149","Fc","Calculated data",""
"QV","Value of Agricultural Production","97","Hungary","58","Gross Production Value (constant 2004-2006 million US$)","15","Wheat","2000","2000","USD","422.337388","Fc","Calculated data",""
"QV","Value of Agricultural Production","97","Hungary","58","Gross Production Value (constant 2004-2006 million US$)","15","Wheat","2001","2001","USD","594.395091","Fc","Calculated data",""
"QV","Value of Agricultural Production","97","Hungary","58","Gross Production Value (constant 2004-2006 million US$)","15","Wheat","2002","2002","USD","447.245945","Fc","Calculated data",""
"QV","Value of Agricultural Production","97","Hungary","58","Gross Production Value (constant 2004-2006 million US$)","15","Wheat","2003","2003","USD","336.414107","Fc","Calculated data",""
"QV","Value of Agricultural Production","97","Hungary","58","Gross Production Value (constant 2004-2006 million US$)","15","Wheat","2004","2004","USD","687.048146","Fc","Calculated data",""
"QV","Value of Agricultural Production","97","Hungary","58","Gross Production Value (constant 2004-2006 million US$)","15","Wheat","2005","2005","USD","581.980387","Fc","Calculated data",""
"QV","Value of Agricultural Production","97","Hungary","58","Gross Production Value (constant 2004-2006 million US$)","15","Wheat","2006","2006","USD","500.545071","Fc","Calculated data",""
"QV","Value of Agricultural Production","97","Hungary","58","Gross Production Value (constant 2004-2006 million US$)","15","Wheat","2007","2007","USD","455.991746","Fc","Calculated data",""
"QV","Value of Agricultural Production","97","Hungary","58","Gross Production Value (constant 2004-2006 million US$)","15","Wheat","2008","2008","USD","644.043499","Fc","Calculated data",""
"QV","Value of Agricultural Production","97","Hungary","58","Gross Production Value (constant 2004-2006 million US$)","15","Wheat","2009","2009","USD","505.45509","Fc","Calculated data",""
"QV","Value of Agricultural Production","97","Hungary","58","Gross Production Value (constant 2004-2006 million US$)","15","Wheat","2010","2010","USD","428.367397","Fc","Calculated data",""
"QV","Value of Agricultural Production","97","Hungary","58","Gross Production Value (constant 2004-2006 million US$)","15","Wheat","2011","2011","USD","469.750506","Fc","Calculated data",""
"QV","Value of Agricultural Production","97","Hungary","58","Gross Production Value (constant 2004-2006 million US$)","15","Wheat","2012","2012","USD","458.769073","Fc","Calculated data",""
"QV","Value of Agricultural Production","97","Hungary","58","Gross Production Value (constant 2004-2006 million US$)","15","Wheat","2013","2013","USD","578.558311","Fc","Calculated data",""
"QV","Value of Agricultural Production","97","Hungary","58","Gross Production Value (constant 2004-2006 million US$)","15","Wheat","2014","2014","USD","601.844531","Fc","Calculated data",""
"QV","Value of Agricultural Production","97","Hungary","58","Gross Production Value (constant 2004-2006 million US$)","15","Wheat","2015","2015","USD","609.797921","Fc","Calculated data",""
"QV","Value of Agricultural Production","97","Hungary","58","Gross Production Value (constant 2004-2006 million US$)","15","Wheat","2016","2016","USD","547.645036","Fc","Calculated data",""
